# week, sectorid, diam_T, e1_T, e2_T, e3_T, e4_T, cc_T, diam, e1, e2, e3, e4, cc 
66.0000,6406.0000,16.0000,8.2640,7.5885,8.7699,8.1297,0.0000,8.0000,4.6025,4.4993,5.1584,4.7110,0.6804
67.0000,6406.0000,16.0000,7.8282,8.0676,8.3660,8.2041,0.0000,8.0000,4.8207,4.6367,4.8597,4.5320,0.6798
68.0000,6406.0000,16.0000,8.4487,8.0492,7.4392,8.1619,0.0000,8.0000,4.6322,4.6544,4.5329,4.6628,0.6803
69.0000,6406.0000,21.0000,8.3698,8.5053,8.3069,8.5576,0.0000,10.0000,4.8435,4.6288,4.5043,4.4035,0.6762
70.0000,6406.0000,18.0000,8.1547,8.1435,8.5286,8.5517,0.0000,10.0000,4.1387,4.6666,4.3573,4.9138,0.6817
71.0000,6406.0000,22.0000,9.1829,7.9961,8.2394,8.4268,0.0000,11.0000,4.7575,4.4956,4.8899,4.5484,0.6779
72.0000,6406.0000,20.0000,8.0053,8.3483,8.0914,8.6414,0.0000,11.0000,4.6960,4.8239,4.2232,4.5389,0.6692
73.0000,6406.0000,23.0000,8.2850,8.8138,8.3320,7.9209,0.0000,9.0000,4.9766,4.7716,4.7160,4.8883,0.6747
74.0000,6406.0000,15.0000,7.8570,8.0915,8.4196,8.6148,0.0000,7.0000,4.4473,4.6267,4.5617,4.7496,0.6702
75.0000,6406.0000,23.0000,7.9562,8.3707,8.6127,8.1927,0.0000,10.0000,4.7317,4.5717,4.8153,5.7349,0.6733
76.0000,6406.0000,18.0000,8.0718,8.7057,8.2906,8.0982,0.0000,9.0000,4.8266,4.8334,4.7514,4.6917,0.6766
77.0000,6406.0000,19.0000,8.1841,8.2927,8.7642,7.8926,0.0000,9.0000,4.2551,4.5526,4.5751,4.7597,0.6729
78.0000,6406.0000,22.0000,8.1441,8.4095,8.0881,8.3207,0.0000,10.0000,4.6777,4.7812,4.3497,4.5746,0.6722
79.0000,6406.0000,19.0000,7.6696,8.0655,7.9017,8.2122,0.0000,8.0000,4.5549,4.4959,4.8449,4.6387,0.6665
80.0000,6406.0000,18.0000,7.9904,7.6600,8.0804,8.3858,0.0000,8.0000,4.6350,4.4212,4.4248,4.6233,0.6726
81.0000,6406.0000,17.0000,8.3118,8.6347,7.5660,8.2711,0.0000,8.0000,4.6812,4.6634,4.4066,4.4894,0.6771
82.0000,6406.0000,18.0000,8.1319,8.5593,8.4775,7.8247,0.0000,8.0000,4.6231,4.6669,4.7383,4.8097,0.6806
83.0000,6406.0000,19.0000,8.3841,7.9441,8.1131,8.1151,0.0000,8.0000,4.5183,4.6775,4.2653,4.4465,0.6831
84.0000,6406.0000,18.0000,8.2064,8.0993,8.0260,8.1562,0.0000,8.0000,4.5636,4.8209,4.8834,4.3330,0.6807
85.0000,6406.0000,17.0000,7.7239,8.2874,8.4313,8.4312,0.0000,9.0000,4.4377,4.4111,4.6612,4.5272,0.6760
86.0000,6406.0000,16.0000,7.7858,7.9932,8.3150,7.7671,0.0000,8.0000,4.4356,4.0946,4.3769,4.5850,0.6822
87.0000,6406.0000,17.0000,7.8547,7.8236,7.9033,8.0316,0.0000,10.0000,4.5826,4.7603,4.5038,4.3224,0.6792
88.0000,6406.0000,18.0000,8.7375,8.3927,8.0207,8.1965,0.0000,9.0000,4.3877,4.3973,4.6324,4.3785,0.6750
89.0000,6406.0000,17.0000,7.9660,7.6816,8.0975,7.6714,0.0000,9.0000,4.3188,4.2940,4.5293,4.8284,0.6761
1.0000,7607.0000,20.0000,10.8490,10.8199,10.7153,10.7505,0.0000,11.0000,5.5804,5.2972,5.7130,5.4717,0.5875
2.0000,7607.0000,26.0000,10.5646,11.3082,11.4031,11.8250,0.0000,13.0000,6.8162,6.1511,5.9585,5.8931,0.5809
3.0000,7607.0000,27.0000,10.8867,10.9028,10.7506,11.4173,0.0000,13.0000,5.6700,5.8353,5.7222,5.8206,0.5684
4.0000,7607.0000,24.0000,11.1022,11.6990,10.9442,10.9725,0.0000,14.0000,5.9293,5.9914,5.9244,5.8908,0.5551
5.0000,7607.0000,24.0000,11.3237,11.3838,12.2401,11.0285,0.0000,12.0000,5.9995,5.9496,6.0489,6.0147,0.5067
6.0000,7607.0000,22.0000,11.0466,10.4087,11.2570,10.8458,0.0000,12.0000,5.8051,5.7950,5.6135,5.8884,0.5596
7.0000,7607.0000,22.0000,10.6101,10.8928,10.5333,10.8818,0.0000,12.0000,5.8201,5.8299,5.5004,5.9600,0.5717
8.0000,7607.0000,23.0000,10.8628,10.5692,10.6627,10.5517,0.0000,11.0000,5.7588,5.3449,5.4678,5.7500,0.5846
9.0000,7607.0000,21.0000,10.7126,10.3166,10.4662,10.3898,0.0000,10.0000,6.0014,5.8247,5.8494,5.7927,0.5927
10.0000,7607.0000,20.0000,10.4976,10.4820,10.7951,10.2849,0.0000,11.0000,5.9408,5.8228,5.6824,6.1862,0.6021
11.0000,7607.0000,26.0000,10.9805,11.8530,10.8378,11.4763,0.0000,14.0000,5.6995,5.8643,5.7584,6.2412,0.6058
12.0000,7607.0000,23.0000,11.1029,10.8883,10.6503,11.2073,0.0000,12.0000,5.8026,5.7785,5.8589,6.4474,0.6053
13.0000,7607.0000,33.0000,10.5541,10.9441,11.5356,11.0555,0.0000,16.0000,5.9576,6.0547,6.0854,5.9212,0.5999
14.0000,7607.0000,28.0000,10.5567,10.5878,10.7100,11.3054,0.0000,15.0000,5.7664,6.0048,5.8457,7.5641,0.6031
15.0000,7607.0000,24.0000,10.7443,10.0344,9.7517,10.2854,0.0000,11.0000,5.1997,5.8020,5.7966,5.8267,0.6001
16.0000,7607.0000,25.0000,10.3420,10.3621,10.5243,11.3078,0.0000,12.0000,5.6095,6.2831,5.6793,5.6833,0.5971
17.0000,7607.0000,29.0000,11.1516,11.5293,10.7888,10.9757,0.0000,13.0000,5.7844,5.6990,5.8567,5.8850,0.5973
18.0000,7607.0000,23.0000,10.7186,10.2982,10.7987,9.9959,0.0000,11.0000,5.5370,6.1375,5.7748,5.8166,0.6026
19.0000,7607.0000,25.0000,10.3425,10.5376,9.8492,10.2668,0.0000,13.0000,5.8989,5.5552,5.6942,5.7275,0.6051
20.0000,7607.0000,24.0000,10.5594,10.6075,10.1685,10.1667,0.0000,11.0000,5.3726,5.4414,5.4925,6.0765,0.6085
21.0000,7607.0000,21.0000,10.8508,10.1425,10.4019,10.7518,0.0000,11.0000,5.7030,5.7012,5.6929,5.7451,0.6074
22.0000,7607.0000,22.0000,10.4690,11.1775,10.7260,10.6057,0.0000,10.0000,5.4521,5.5457,5.7380,5.5684,0.6028
23.0000,7607.0000,23.0000,10.1427,10.2856,9.8199,10.1965,0.0000,10.0000,5.8511,5.8839,5.5997,5.8039,0.6060
24.0000,7607.0000,20.0000,10.4201,10.1058,10.4044,9.8600,0.0000,10.0000,5.5704,5.6975,5.6748,5.6555,0.6075
25.0000,7607.0000,20.0000,10.4763,10.4864,9.9689,10.9681,0.0000,10.0000,5.7383,5.5702,5.6617,5.7946,0.6097
26.0000,7607.0000,22.0000,10.7908,10.5498,10.2068,11.1718,0.0000,11.0000,5.7604,5.6724,5.8012,5.7019,0.6043
27.0000,7607.0000,22.0000,10.5015,10.6876,11.8261,10.5949,0.0000,10.0000,5.5556,5.5826,5.9059,5.7033,0.6084
28.0000,7607.0000,22.0000,10.5234,10.0230,9.9933,9.7214,0.0000,11.0000,5.3457,5.5218,5.3985,5.6597,0.6039
29.0000,7607.0000,21.0000,10.0184,10.6057,10.1177,10.6608,0.0000,10.0000,5.7477,5.6392,5.7661,5.6470,0.6054
30.0000,7607.0000,18.0000,10.5764,10.4889,10.2487,10.7665,0.0000,10.0000,5.7639,5.9345,5.5642,5.8866,0.6115
31.0000,7607.0000,21.0000,10.8230,10.7729,10.4703,10.7367,0.0000,11.0000,5.7488,5.6167,5.6696,5.7587,0.6056
32.0000,7607.0000,21.0000,10.7485,10.6073,10.3592,10.5630,0.0000,10.0000,5.8782,5.6670,5.6370,5.9307,0.6007
33.0000,7607.0000,20.0000,10.2355,9.9678,10.7017,10.1430,0.0000,9.0000,5.6662,5.4541,5.7005,5.6781,0.6032
34.0000,7607.0000,21.0000,10.7806,10.6575,10.3739,10.8743,0.0000,10.0000,5.7680,5.4302,5.6277,5.5413,0.6009
35.0000,7607.0000,22.0000,10.7387,10.5563,10.3983,10.6791,0.0000,10.0000,5.8146,5.6222,5.3851,5.5012,0.6005
36.0000,7607.0000,25.0000,10.1705,10.6097,10.4986,10.5567,0.0000,11.0000,5.8225,5.7689,5.7761,5.8299,0.6023
37.0000,7607.0000,22.0000,10.3578,12.0442,10.3376,11.6302,0.0000,11.0000,5.8296,5.9869,5.8347,5.4899,0.5994
38.0000,7607.0000,22.0000,10.9402,10.6621,10.6045,10.6312,0.0000,10.0000,5.9078,5.7655,5.9538,5.6020,0.5894
39.0000,7607.0000,21.0000,10.4219,10.1278,10.5367,10.3265,0.0000,11.0000,5.7195,5.5689,5.3592,5.5149,0.5741
40.0000,7607.0000,21.0000,10.5123,10.3139,10.7064,10.5080,0.0000,11.0000,5.7158,5.6444,5.5116,5.8133,0.5910
41.0000,7607.0000,25.0000,9.8933,10.6103,10.2063,10.7972,0.0000,12.0000,5.7248,5.6842,5.8354,5.8757,0.5941
42.0000,7607.0000,20.0000,10.6300,10.3214,10.7866,10.6848,0.0000,9.0000,5.4409,5.8699,5.8679,5.6861,0.5941
43.0000,7607.0000,20.0000,10.5275,10.5754,10.2232,10.4748,0.0000,10.0000,5.6762,5.5102,5.3363,5.4629,0.5911
44.0000,7607.0000,25.0000,10.7193,10.7126,10.3324,10.8526,0.0000,12.0000,6.1643,5.7889,5.7453,5.7467,0.6003
45.0000,7607.0000,23.0000,10.9007,10.6200,10.6718,10.8635,0.0000,12.0000,6.3132,5.9003,6.4371,5.7965,0.5905
46.0000,7607.0000,24.0000,10.5967,11.9224,10.6107,10.8249,0.0000,11.0000,5.7706,5.9045,6.1638,5.9020,0.5958
47.0000,7607.0000,24.0000,10.4937,10.5212,10.8589,10.6725,0.0000,10.0000,5.8632,5.8225,5.7868,5.6268,0.5988
48.0000,7607.0000,19.0000,10.7769,10.2832,10.4747,10.6543,0.0000,10.0000,5.8394,5.6640,5.4344,5.3632,0.5995
49.0000,7607.0000,21.0000,10.9803,10.2521,10.1470,10.2431,0.0000,10.0000,5.6018,5.6257,5.6229,5.5439,0.5983
50.0000,7607.0000,22.0000,10.8657,10.7793,10.8180,10.6489,0.0000,12.0000,5.9935,5.9131,5.8558,6.2036,0.5904
51.0000,7607.0000,25.0000,11.4072,10.6878,11.0206,10.4295,0.0000,12.0000,6.1875,6.1641,6.5524,6.3968,0.5945
52.0000,7607.0000,22.0000,10.7764,10.2702,10.5770,10.5023,0.0000,14.0000,5.7123,5.7769,6.1364,5.2655,0.5851
53.0000,7607.0000,21.0000,10.1751,10.2619,10.0699,10.5321,0.0000,11.0000,5.6171,5.3839,5.8476,5.8228,0.5855
54.0000,7607.0000,20.0000,10.5752,9.7459,10.2829,10.4604,0.0000,9.0000,5.8293,5.4587,5.7401,5.7470,0.5739
55.0000,7607.0000,22.0000,10.8576,10.2324,10.7964,10.4891,0.0000,10.0000,5.9205,5.7736,5.8847,5.7125,0.5480
56.0000,7607.0000,23.0000,11.2795,10.9356,11.5913,10.9962,0.0000,11.0000,6.0988,5.8426,5.8748,5.9475,0.4936
57.0000,7607.0000,28.0000,10.9769,10.6160,11.4622,10.8507,0.0000,11.0000,6.2866,6.1890,6.3597,6.2330,0.5723
58.0000,7607.0000,24.0000,11.5312,10.5048,10.7962,10.6103,0.0000,13.0000,5.7408,5.9641,5.8773,5.8602,0.5846
59.0000,7607.0000,21.0000,10.1314,10.5321,10.1989,9.8571,0.0000,10.0000,5.7007,5.7156,5.8073,5.8473,0.5890
60.0000,7607.0000,22.0000,10.3461,10.1124,10.1537,11.3755,0.0000,11.0000,5.7414,5.7820,5.7937,5.5681,0.5952
61.0000,7607.0000,25.0000,10.9962,10.3158,10.5700,10.1738,0.0000,12.0000,5.6868,6.0988,5.8153,6.3060,0.5911
62.0000,7607.0000,25.0000,10.3110,10.8730,10.4989,10.4036,0.0000,13.0000,5.6344,5.8112,6.0364,5.8286,0.5917
63.0000,7607.0000,24.0000,10.1077,10.9013,9.9327,10.7612,0.0000,12.0000,5.8723,5.8507,5.7095,5.8390,0.5920
64.0000,7607.0000,26.0000,11.7865,11.3072,10.7722,10.8124,0.0000,15.0000,6.2472,5.7453,5.7899,5.7415,0.5893
65.0000,7607.0000,22.0000,10.9202,10.6625,11.5203,11.0870,0.0000,13.0000,6.1575,5.9806,5.7630,5.8181,0.5913
66.0000,7607.0000,22.0000,10.8720,10.4677,10.7919,10.9557,0.0000,11.0000,5.9422,5.8868,5.6311,5.7289,0.5899
67.0000,7607.0000,22.0000,10.7677,10.1240,10.6360,10.2390,0.0000,11.0000,6.0956,5.7670,5.9615,5.9524,0.5882
68.0000,7607.0000,24.0000,9.9228,10.0293,11.1724,10.8325,0.0000,12.0000,5.6862,5.6500,5.7401,5.7534,0.5905
69.0000,7607.0000,28.0000,11.7291,10.5991,10.6768,10.5679,0.0000,11.0000,5.9129,5.9535,6.0526,5.9653,0.5850
70.0000,7607.0000,22.0000,10.1047,10.6180,10.8333,10.5017,0.0000,11.0000,5.8600,5.6880,5.8651,5.9915,0.5878
71.0000,7607.0000,22.0000,10.4746,10.0673,10.7760,10.4534,0.0000,9.0000,5.5226,5.9291,5.6817,5.5764,0.5891
72.0000,7607.0000,21.0000,10.3140,10.3333,10.5963,10.4958,0.0000,10.0000,5.7153,5.6783,5.7144,5.7912,0.5847
73.0000,7607.0000,22.0000,10.5902,10.0354,10.5180,10.4692,0.0000,10.0000,5.7356,5.7354,5.7708,5.8584,0.5874
74.0000,7607.0000,28.0000,10.1445,10.9014,10.3314,10.5242,0.0000,14.0000,5.9043,5.8492,5.7322,6.0822,0.5901
75.0000,7607.0000,20.0000,10.1549,9.9762,10.2540,10.4377,0.0000,11.0000,5.8496,5.7689,5.6426,6.0470,0.5900
76.0000,7607.0000,24.0000,10.5790,10.9672,10.2671,10.3600,0.0000,11.0000,5.8750,5.5881,5.6856,5.6888,0.5922
77.0000,7607.0000,21.0000,9.9917,10.8796,10.9600,10.3757,0.0000,12.0000,5.5597,5.6729,5.8889,6.1430,0.5922
78.0000,7607.0000,24.0000,10.9204,11.7083,10.5802,10.0484,0.0000,12.0000,5.8636,5.8983,5.8543,5.8594,0.5892
79.0000,7607.0000,22.0000,10.5102,10.7181,10.6128,10.8728,0.0000,10.0000,5.8367,5.6829,5.8411,5.5032,0.5860
80.0000,7607.0000,20.0000,10.0827,10.7262,10.3552,10.7284,0.0000,10.0000,5.9967,5.8850,5.8151,5.9797,0.5900
81.0000,7607.0000,25.0000,10.7362,10.8267,9.8630,10.4414,0.0000,11.0000,5.6673,5.5405,5.7280,5.7415,0.5884
82.0000,7607.0000,21.0000,10.4964,10.5979,10.8190,10.7129,0.0000,10.0000,5.7107,5.8188,5.4920,5.7875,0.5979
83.0000,7607.0000,24.0000,10.7779,10.8213,10.3379,10.8253,0.0000,11.0000,5.7393,5.7725,5.7546,5.7308,0.5988
84.0000,7607.0000,18.0000,10.0634,10.3539,9.8609,10.7774,0.0000,11.0000,5.5498,5.6042,5.7577,5.6062,0.5933
85.0000,7607.0000,22.0000,10.7154,10.1231,10.6150,10.5305,0.0000,11.0000,5.8660,5.7555,5.8223,5.9063,0.5964
86.0000,7607.0000,19.0000,10.5905,10.7714,9.8664,10.6735,0.0000,11.0000,5.7016,5.6048,5.6346,5.9881,0.6022
87.0000,7607.0000,20.0000,10.4344,10.7846,10.5528,10.2408,0.0000,9.0000,5.7905,5.8683,5.9333,5.6840,0.5929
88.0000,7607.0000,20.0000,10.2797,10.4535,10.0780,10.4332,0.0000,10.0000,5.5584,5.8899,5.6485,5.6651,0.5959
89.0000,7607.0000,24.0000,10.3313,10.6437,10.9296,10.3832,0.0000,11.0000,5.7515,5.6894,5.6940,5.9597,0.5990
1.0000,5102.0000,21.0000,10.6067,10.5213,9.3717,9.9656,0.0000,10.0000,5.7023,5.5580,5.7474,5.7212,0.6923
2.0000,5102.0000,20.0000,10.3391,9.9031,10.2159,10.1867,0.0000,9.0000,6.1534,5.7618,5.7027,5.5785,0.6906
3.0000,5102.0000,22.0000,11.9002,10.3815,9.8774,10.2043,0.0000,11.0000,7.4667,6.2431,5.9571,5.7673,0.6775
4.0000,5102.0000,22.0000,10.3559,10.4008,10.0677,10.1695,0.0000,12.0000,6.0212,5.8403,5.5901,5.6994,0.6685
5.0000,5102.0000,22.0000,11.5864,11.2609,11.3916,10.9406,0.0000,11.0000,5.9411,5.8248,6.0384,5.6674,0.6160
6.0000,5102.0000,24.0000,10.6939,10.7902,10.7423,10.5808,0.0000,10.0000,5.7669,6.1582,5.6626,5.7608,0.6736
7.0000,5102.0000,17.0000,10.2172,10.2143,9.9404,9.9213,0.0000,10.0000,5.7342,5.5679,5.8245,5.6313,0.6909
8.0000,5102.0000,18.0000,9.9538,10.0140,9.5425,9.9076,0.0000,10.0000,5.7880,5.6921,5.8316,5.8420,0.6937
9.0000,5102.0000,18.0000,10.0737,9.7728,9.6614,9.8557,0.0000,8.0000,5.5653,5.4826,5.7242,5.6864,0.7010
10.0000,5102.0000,19.0000,9.9294,9.1585,9.6859,9.7317,0.0000,9.0000,5.6317,5.2671,5.9188,5.7475,0.6969
11.0000,5102.0000,18.0000,10.2404,9.6800,9.8764,9.7060,0.0000,10.0000,5.6255,5.3308,5.8773,5.5939,0.7042
12.0000,5102.0000,21.0000,10.7229,10.1110,10.3107,10.1262,0.0000,12.0000,6.5018,5.9253,5.9753,5.6625,0.6971
13.0000,5102.0000,23.0000,10.3719,9.8859,10.7525,10.8714,0.0000,10.0000,5.6609,5.6796,5.7569,5.7180,0.6970
14.0000,5102.0000,20.0000,10.0491,9.7270,9.5906,10.5483,0.0000,10.0000,5.8174,5.7570,5.5430,5.4871,0.7033
15.0000,5102.0000,18.0000,8.9172,9.3126,9.3549,9.2403,0.0000,9.0000,4.9942,5.2414,5.4459,5.1413,0.6998
16.0000,5102.0000,19.0000,9.6867,9.0640,9.5611,9.2235,0.0000,9.0000,4.9463,5.4438,4.9377,4.9156,0.6926
17.0000,5102.0000,18.0000,9.1186,9.8708,9.5927,9.0547,0.0000,11.0000,5.0483,4.9134,5.2923,5.4030,0.6972
18.0000,5102.0000,19.0000,8.6908,9.4575,9.0227,9.7848,0.0000,8.0000,4.9398,4.9129,4.8596,4.9318,0.7037
19.0000,5102.0000,17.0000,8.9728,8.9359,9.4757,8.9623,0.0000,8.0000,4.8130,4.9086,5.0402,4.9882,0.7052
20.0000,5102.0000,20.0000,9.0310,8.9395,9.1448,9.0658,0.0000,9.0000,4.8354,5.2574,4.8798,4.9076,0.7055
21.0000,5102.0000,17.0000,9.2405,8.9363,9.6397,9.4747,0.0000,9.0000,4.9901,4.9964,4.9963,5.1760,0.7022
22.0000,5102.0000,16.0000,8.7439,9.7096,9.4139,9.9496,0.0000,9.0000,5.2976,5.1290,4.9110,5.2944,0.6943
23.0000,5102.0000,18.0000,8.7722,9.0407,8.6125,8.6486,0.0000,8.0000,4.8877,4.9273,4.8311,4.8525,0.7012
24.0000,5102.0000,16.0000,8.8753,8.7078,9.1856,8.8284,0.0000,7.0000,4.8880,4.7967,4.8816,4.9051,0.6951
25.0000,5102.0000,15.0000,8.8451,9.1859,9.1768,8.7677,0.0000,8.0000,4.9180,4.9011,5.1036,4.8352,0.6983
26.0000,5102.0000,21.0000,9.9193,9.3600,9.7798,8.8376,0.0000,10.0000,5.2462,5.2520,5.2654,5.3411,0.6956
27.0000,5102.0000,20.0000,9.2905,9.7142,9.5642,9.1222,0.0000,10.0000,5.1848,5.0240,5.3093,5.1194,0.6933
28.0000,5102.0000,19.0000,8.7708,8.8412,8.6391,8.9343,0.0000,8.0000,4.9242,4.9136,4.9744,5.0894,0.7008
29.0000,5102.0000,22.0000,8.8899,9.4634,9.4598,8.6997,0.0000,10.0000,4.9332,5.2907,4.9667,4.9764,0.6982
30.0000,5102.0000,22.0000,8.9396,9.0623,9.4206,9.2971,0.0000,11.0000,4.9232,5.3268,5.3468,5.7185,0.6996
31.0000,5102.0000,26.0000,9.0968,9.8372,9.8364,9.3272,0.0000,13.0000,5.4196,5.1520,5.2733,5.6626,0.6925
32.0000,5102.0000,18.0000,8.8316,8.8056,9.3797,8.9501,0.0000,8.0000,5.3974,5.1556,5.2243,5.1751,0.6927
33.0000,5102.0000,19.0000,8.9048,8.8369,9.3514,8.9567,0.0000,9.0000,5.2619,4.9629,5.2355,5.5293,0.6903
34.0000,5102.0000,20.0000,8.9525,9.7296,9.0567,8.8054,0.0000,9.0000,4.9649,5.0418,5.0024,4.9456,0.6916
35.0000,5102.0000,18.0000,9.2820,9.4608,9.0206,9.0603,0.0000,9.0000,5.3688,4.9867,5.2326,5.5185,0.6938
36.0000,5102.0000,20.0000,9.0836,9.7004,8.9047,9.0577,0.0000,9.0000,5.2062,5.1250,5.1965,5.5996,0.6903
37.0000,5102.0000,19.0000,9.2487,9.5942,9.0683,9.1009,0.0000,10.0000,5.0833,5.4354,5.2003,5.7489,0.6917
38.0000,5102.0000,25.0000,9.0282,9.7385,9.0397,9.6854,0.0000,11.0000,5.2063,5.2708,5.2441,5.1341,0.6854
39.0000,5102.0000,19.0000,9.6496,9.2978,9.4246,9.3932,0.0000,9.0000,5.0531,5.4118,5.3765,5.4352,0.6677
40.0000,5102.0000,18.0000,9.6749,9.1358,8.9096,8.8572,0.0000,9.0000,4.9263,5.7204,4.8998,4.9451,0.6916
41.0000,5102.0000,19.0000,8.8212,8.9266,9.5323,8.8185,0.0000,8.0000,5.0495,5.1540,5.3312,4.9678,0.6926
42.0000,5102.0000,17.0000,8.8735,9.4315,8.5738,8.8876,0.0000,7.0000,4.9305,4.9351,4.8854,5.2287,0.6912
43.0000,5102.0000,17.0000,8.8694,10.0678,8.8551,9.0541,0.0000,9.0000,4.9602,4.9611,4.8733,5.2458,0.6857
44.0000,5102.0000,21.0000,8.7573,9.3991,8.8634,8.6998,0.0000,8.0000,4.9904,4.9488,4.9769,4.9892,0.6875
45.0000,5102.0000,20.0000,9.5061,9.3472,9.7243,9.3096,0.0000,9.0000,5.2703,5.4278,5.6044,4.9919,0.6865
46.0000,5102.0000,18.0000,9.6250,10.2484,10.2678,9.2464,0.0000,8.0000,5.4839,5.1830,5.1980,5.3361,0.6847
47.0000,5102.0000,17.0000,9.1324,9.6303,9.7594,9.5037,0.0000,8.0000,5.4269,5.7591,5.6362,5.5928,0.6790
48.0000,5102.0000,18.0000,8.7967,8.8046,8.9078,8.8123,0.0000,8.0000,4.9371,5.1497,4.9315,5.2162,0.6898
49.0000,5102.0000,20.0000,8.5252,8.6129,8.7130,8.5192,0.0000,9.0000,4.9041,4.9793,4.9895,4.9071,0.6856
50.0000,5102.0000,19.0000,8.9669,8.7456,8.8584,8.9223,0.0000,8.0000,4.9583,4.9450,4.8976,4.8624,0.6744
51.0000,5102.0000,18.0000,8.5382,8.6850,8.7067,8.5257,0.0000,9.0000,4.9368,4.7129,5.5510,4.8842,0.6795
52.0000,5102.0000,18.0000,8.3884,8.5532,8.7077,8.4920,0.0000,8.0000,4.7699,4.7914,4.9102,4.8095,0.6755
53.0000,5102.0000,15.0000,8.4995,8.6401,8.9346,8.5977,0.0000,8.0000,4.6937,4.7696,4.7865,4.7961,0.6767
54.0000,5102.0000,21.0000,8.9591,8.7808,8.8358,9.4724,0.0000,9.0000,5.3950,5.0453,5.0519,4.9930,0.6686
55.0000,5102.0000,19.0000,9.8291,9.6153,9.7085,9.4020,0.0000,9.0000,5.2767,5.4753,5.4694,5.4052,0.6380
56.0000,5102.0000,19.0000,11.4735,11.1397,12.0417,11.5875,0.0000,12.0000,6.4194,6.6697,6.2885,6.0837,0.5960
57.0000,5102.0000,22.0000,10.4672,10.3137,10.0668,10.5323,0.0000,12.0000,5.7257,6.2634,5.8802,6.0129,0.6476
58.0000,5102.0000,20.0000,10.3083,9.8847,8.9741,9.5404,0.0000,9.0000,5.6948,5.4638,5.5749,5.6165,0.6662
59.0000,5102.0000,19.0000,9.1919,9.6259,8.8710,8.9475,0.0000,10.0000,5.1575,5.1400,5.2909,5.4059,0.6713
60.0000,5102.0000,21.0000,8.5814,8.8542,8.3898,8.7836,0.0000,12.0000,4.9022,4.8689,4.9899,5.3015,0.6756
61.0000,5102.0000,15.0000,8.6453,8.7346,8.4661,8.5722,0.0000,8.0000,4.9327,4.8617,4.8004,4.7741,0.6788
62.0000,5102.0000,20.0000,8.9277,8.6743,8.6564,9.0940,0.0000,9.0000,4.9721,4.8768,4.9978,4.8407,0.6761
63.0000,5102.0000,23.0000,9.2057,8.7213,8.8730,8.8788,0.0000,11.0000,5.1917,5.1827,5.2534,5.0411,0.6731
64.0000,5102.0000,21.0000,9.2087,8.7590,8.8334,9.0965,0.0000,10.0000,4.9428,4.9767,4.9374,5.2885,0.6669
65.0000,5102.0000,19.0000,8.7162,8.8069,9.0406,8.7845,0.0000,10.0000,5.0832,4.8981,5.1549,5.1251,0.6696
66.0000,5102.0000,20.0000,9.3660,8.8862,8.6871,8.6520,0.0000,9.0000,4.9519,4.9987,4.9844,4.9877,0.6728
67.0000,5102.0000,19.0000,8.9300,8.8509,8.8168,8.8057,0.0000,9.0000,5.2154,5.0831,5.3451,5.3181,0.6724
68.0000,5102.0000,19.0000,8.7842,8.7279,8.7588,9.3755,0.0000,9.0000,4.7920,5.0070,5.5471,4.9167,0.6745
69.0000,5102.0000,18.0000,8.9688,8.8188,8.6373,8.7711,0.0000,10.0000,4.9448,4.9342,5.0132,4.9153,0.6664
70.0000,5102.0000,21.0000,8.7994,8.6944,9.1336,8.7936,0.0000,10.0000,5.0360,5.0880,4.9056,5.1893,0.6695
71.0000,5102.0000,19.0000,9.2258,8.8834,9.0707,8.8002,0.0000,9.0000,5.3072,5.0607,4.7658,5.0414,0.6716
72.0000,5102.0000,19.0000,8.7738,8.8275,8.9672,8.7910,0.0000,9.0000,4.9747,4.9394,5.2588,5.1438,0.6663
73.0000,5102.0000,18.0000,8.7900,8.7558,8.5379,8.6340,0.0000,9.0000,5.3198,4.8707,4.7995,5.0607,0.6644
74.0000,5102.0000,17.0000,8.6965,8.8415,8.8192,8.6264,0.0000,8.0000,5.0438,4.9805,4.9403,5.2261,0.6605
75.0000,5102.0000,18.0000,8.5875,8.9769,8.7520,8.5569,0.0000,10.0000,4.9052,4.8349,4.8800,4.8213,0.6652
76.0000,5102.0000,17.0000,8.5623,9.4636,8.8244,8.7336,0.0000,8.0000,4.9011,4.9084,4.9463,4.8762,0.6621
77.0000,5102.0000,18.0000,8.7170,9.1528,9.3714,8.6533,0.0000,9.0000,4.8143,4.7645,4.8950,4.9170,0.6541
78.0000,5102.0000,22.0000,8.8010,8.9139,9.0669,8.5536,0.0000,9.0000,4.9520,4.9423,5.2739,4.9301,0.6549
79.0000,5102.0000,17.0000,9.1136,8.5331,8.8596,8.5499,0.0000,8.0000,4.9523,4.8609,5.3401,5.3469,0.6545
80.0000,5102.0000,16.0000,8.6290,8.8666,8.6561,8.9754,0.0000,8.0000,4.8182,4.9737,4.9059,4.8488,0.6653
81.0000,5102.0000,16.0000,8.7048,8.8752,8.7997,8.6085,0.0000,9.0000,4.8499,5.1111,4.9474,4.7977,0.6634
82.0000,5102.0000,19.0000,8.9231,9.4135,9.1422,9.3288,0.0000,9.0000,4.9091,4.8273,5.0996,5.1129,0.6671
83.0000,5102.0000,18.0000,8.8274,8.8867,8.9319,8.6330,0.0000,11.0000,5.2906,5.5808,5.0046,4.8648,0.6649
