# week, sectorid, diam_T, e1_T, e2_T, e3_T, e4_T, cc_T, diam, e1, e2, e3, e4, cc 
43.0000,6417.0000,14.0000,7.7416,7.7783,7.5581,7.5751,0.0000,7.0000,4.5024,4.0483,4.5374,4.3810,0.6607
44.0000,6417.0000,19.0000,7.8883,7.4859,7.5368,8.0996,0.0000,10.0000,4.4930,4.1642,4.4307,4.5872,0.6658
45.0000,6417.0000,16.0000,7.6156,7.9476,7.7085,8.2774,0.0000,8.0000,4.5664,4.5651,4.7206,4.7292,0.6576
46.0000,6417.0000,22.0000,8.2429,8.1885,7.5744,7.8619,0.0000,11.0000,4.5019,4.7534,4.5949,4.5549,0.6564
47.0000,6417.0000,14.0000,7.6786,7.4092,8.0722,7.2268,0.0000,7.0000,4.5335,4.3865,4.5348,4.3318,0.6625
48.0000,6417.0000,20.0000,6.9847,7.6980,7.5373,7.5691,0.0000,8.0000,3.9797,4.1749,3.9168,3.9772,0.6638
49.0000,6417.0000,17.0000,6.9822,7.1428,6.9803,7.4114,0.0000,8.0000,4.0690,4.3048,4.0934,4.0458,0.6630
50.0000,6417.0000,18.0000,7.8397,8.4872,7.9781,7.1602,0.0000,8.0000,3.9813,3.9383,4.2525,4.2037,0.6594
51.0000,6417.0000,18.0000,8.0237,7.4706,7.0963,7.7691,0.0000,9.0000,4.4004,3.9606,3.9807,3.9985,0.6603
52.0000,6417.0000,17.0000,7.1718,7.4187,7.5406,8.4001,0.0000,8.0000,4.6142,4.2012,4.4018,3.9539,0.6668
53.0000,6417.0000,16.0000,6.9650,7.1367,7.0897,7.4405,0.0000,7.0000,4.2586,4.1200,4.0296,4.1416,0.6632
54.0000,6417.0000,19.0000,7.8943,7.2042,7.4963,7.4897,0.0000,11.0000,3.9780,4.1799,3.9864,4.0724,0.6526
55.0000,6417.0000,20.0000,8.3557,8.3197,8.8067,8.3592,0.0000,11.0000,4.7721,4.7155,4.6585,4.6660,0.6264
56.0000,6417.0000,25.0000,9.4809,10.2272,9.6097,10.3772,0.0000,12.0000,5.5936,5.2721,5.3544,5.4050,0.5938
57.0000,6417.0000,22.0000,9.2703,9.1934,8.3460,8.6991,0.0000,11.0000,4.8256,5.3199,5.2031,5.0314,0.6289
58.0000,6417.0000,20.0000,7.7292,8.0710,7.9019,8.0882,0.0000,11.0000,4.5342,4.5639,4.7826,4.5045,0.6460
59.0000,6417.0000,17.0000,7.6345,7.5240,7.5313,7.2511,0.0000,10.0000,4.4252,4.0147,3.9709,4.2335,0.6561
60.0000,6417.0000,20.0000,7.3496,6.9833,7.6419,7.7304,0.0000,8.0000,4.2531,4.1804,4.1309,4.4672,0.6605
61.0000,6417.0000,16.0000,7.4521,7.1618,6.9870,6.9512,0.0000,9.0000,3.9722,4.4448,3.9728,4.1352,0.6700
62.0000,6417.0000,20.0000,7.5905,8.7826,7.2902,7.2426,0.0000,9.0000,4.2515,4.2243,4.5069,4.4195,0.6632
63.0000,6417.0000,16.0000,7.4283,7.5947,7.8328,6.9700,0.0000,8.0000,4.6752,4.3996,3.9517,4.8745,0.6652
64.0000,6417.0000,19.0000,8.3696,7.1310,8.0824,7.8319,0.0000,8.0000,4.4443,4.3554,4.4627,3.9842,0.6638
65.0000,6417.0000,18.0000,7.8674,7.5008,7.8412,7.2952,0.0000,7.0000,4.0912,4.1452,3.9964,4.3560,0.6601
66.0000,6417.0000,16.0000,7.2821,7.7846,7.5158,7.7885,0.0000,9.0000,4.6135,4.2314,4.4380,4.2576,0.6623
67.0000,6417.0000,14.0000,7.3839,7.3751,8.4406,7.3704,0.0000,8.0000,4.4177,4.5031,4.1588,4.1698,0.6622
68.0000,6417.0000,17.0000,7.3137,7.4191,7.1812,7.9630,0.0000,8.0000,4.5773,4.1162,4.4265,4.2304,0.6613
69.0000,6417.0000,19.0000,8.0627,7.6044,7.2296,7.3585,0.0000,10.0000,4.4464,4.3266,4.0384,4.4171,0.6621
70.0000,6417.0000,18.0000,7.8311,8.1272,7.6828,8.0163,0.0000,8.0000,4.3055,4.4413,4.3075,4.6714,0.6632
71.0000,6417.0000,17.0000,7.3437,7.9287,7.7461,7.6936,0.0000,9.0000,3.9914,4.1260,3.9866,4.1790,0.6652
72.0000,6417.0000,17.0000,7.3675,8.0726,7.6106,7.4404,0.0000,9.0000,4.1491,4.1651,4.1755,4.2861,0.6605
73.0000,6417.0000,14.0000,7.5614,7.3741,7.3307,7.4194,0.0000,7.0000,3.9663,4.1260,4.1697,4.2508,0.6602
74.0000,6417.0000,18.0000,7.9714,7.3698,6.9626,7.3872,0.0000,7.0000,3.9863,3.9956,3.9796,4.3583,0.6579
75.0000,6417.0000,18.0000,7.7374,7.5975,7.8120,7.7811,0.0000,8.0000,4.0111,4.3096,4.1369,4.2691,0.6640
76.0000,6417.0000,19.0000,7.7314,8.6950,7.6487,7.3846,0.0000,10.0000,4.4439,4.4629,3.9858,4.5457,0.6618
77.0000,6417.0000,16.0000,7.8941,7.6723,7.4118,7.6987,0.0000,8.0000,4.4330,4.6384,4.4492,4.3414,0.6620
78.0000,6417.0000,16.0000,7.7816,7.4543,7.2241,8.1062,0.0000,8.0000,4.4645,4.4417,4.4161,4.3797,0.6577
79.0000,6417.0000,17.0000,7.7858,7.9316,8.0951,8.6331,0.0000,8.0000,4.2146,4.3980,4.2537,4.6429,0.6592
80.0000,6417.0000,22.0000,7.9337,7.7580,7.8931,7.1937,0.0000,8.0000,4.3684,3.9966,4.4610,4.2756,0.6580
81.0000,6417.0000,19.0000,7.3206,7.4531,7.9273,7.8953,0.0000,8.0000,4.4950,4.4302,4.3943,4.1184,0.6612
82.0000,6417.0000,19.0000,8.1260,8.2278,7.8699,7.3205,0.0000,8.0000,4.4501,4.0509,4.3456,4.3669,0.6647
83.0000,6417.0000,20.0000,7.5001,7.1622,8.1963,7.4755,0.0000,10.0000,4.3726,4.4560,4.4166,4.4869,0.6636
84.0000,6417.0000,16.0000,8.0903,7.6329,7.4404,7.4295,0.0000,10.0000,4.5175,4.5345,4.4208,4.3721,0.6656
85.0000,6417.0000,17.0000,7.4262,6.9982,7.7996,7.6779,0.0000,10.0000,4.6767,4.6220,4.4667,4.6933,0.6626
86.0000,6417.0000,16.0000,7.1797,7.3350,7.1200,8.3185,0.0000,7.0000,4.1804,4.3821,4.4732,3.9812,0.6657
87.0000,6417.0000,14.0000,7.5750,7.5430,7.6101,6.9879,0.0000,7.0000,3.9575,3.9969,4.3029,4.0743,0.6658
88.0000,6417.0000,18.0000,8.3064,7.8242,7.7348,7.0362,0.0000,9.0000,3.9992,4.4513,4.5005,4.6123,0.6599
89.0000,6417.0000,15.0000,7.8309,7.9355,7.9372,7.5964,0.0000,9.0000,4.4214,4.5556,4.3102,4.5108,0.6655
1.0000,8301.0000,23.0000,14.5718,13.5069,13.8809,13.3987,0.0000,12.0000,7.3088,7.6246,7.1100,6.9648,0.4840
2.0000,8301.0000,19.0000,12.8804,12.3856,12.5984,11.9032,0.0000,9.0000,6.6126,6.5017,6.2756,6.2129,0.4725
3.0000,8301.0000,23.0000,12.7347,12.6584,12.7072,14.0074,0.0000,11.0000,6.7794,6.7226,6.9712,6.6761,0.4805
4.0000,8301.0000,17.0000,10.9989,11.4846,10.8445,11.3175,0.0000,9.0000,6.0278,6.0266,6.0546,5.8210,0.4549
5.0000,8301.0000,20.0000,12.6599,13.2617,12.9514,13.4555,0.0000,11.0000,7.3412,7.0522,6.7878,7.1375,0.4119
6.0000,8301.0000,17.0000,12.3782,12.2848,12.2766,12.6139,0.0000,9.0000,6.4358,6.2930,6.2454,6.4004,0.4858
7.0000,8301.0000,19.0000,12.0667,11.8981,12.4799,11.9246,0.0000,8.0000,6.2446,6.4713,6.6440,6.3910,0.4938
8.0000,8301.0000,17.0000,11.9946,11.5115,11.6796,11.8302,0.0000,9.0000,6.3121,6.2515,6.5313,6.0570,0.5064
9.0000,8301.0000,20.0000,11.4177,11.4648,11.3135,11.6142,0.0000,9.0000,6.3068,6.3116,6.5472,6.3556,0.5203
10.0000,8301.0000,21.0000,11.7951,11.2899,11.7385,12.4303,0.0000,9.0000,6.6240,6.2648,6.1201,6.1525,0.5405
11.0000,8301.0000,20.0000,12.2317,11.8947,12.5670,11.9735,0.0000,9.0000,6.4564,6.3787,6.5206,6.5609,0.5279
12.0000,8301.0000,22.0000,11.6704,11.6826,12.1896,12.2197,0.0000,10.0000,6.6917,6.7948,6.6327,6.5437,0.5321
13.0000,8301.0000,18.0000,11.7392,12.2653,12.6800,12.3774,0.0000,8.0000,6.7629,5.9798,6.1522,6.2996,0.5434
14.0000,8301.0000,21.0000,12.4730,12.1719,11.1131,11.5212,0.0000,10.0000,6.7432,6.6960,6.1695,6.1596,0.5691
15.0000,8301.0000,20.0000,11.3493,11.6683,10.8419,10.8613,0.0000,9.0000,6.0255,6.1833,5.9139,5.9681,0.5698
16.0000,8301.0000,20.0000,11.6346,11.5123,11.4289,11.5323,0.0000,9.0000,5.9832,6.2741,6.2541,6.3751,0.5584
17.0000,8301.0000,18.0000,11.2224,11.5661,11.6721,11.7657,0.0000,10.0000,6.0974,6.2122,6.1830,6.0746,0.5705
18.0000,8301.0000,18.0000,12.3488,11.4825,11.5626,11.4803,0.0000,10.0000,6.0263,6.2264,6.0024,5.9721,0.5411
19.0000,8301.0000,19.0000,11.0887,11.4187,11.1440,11.9668,0.0000,9.0000,6.4982,6.4178,6.3932,6.3575,0.5636
20.0000,8301.0000,19.0000,11.5001,11.4700,11.2628,11.7404,0.0000,9.0000,6.3961,6.3525,6.3248,5.9393,0.5716
21.0000,8301.0000,23.0000,10.9751,11.4556,11.1411,10.8824,0.0000,11.0000,6.4032,5.9656,5.9484,5.9482,0.5589
22.0000,8301.0000,17.0000,10.5958,10.4427,10.2116,10.5046,0.0000,9.0000,5.6044,5.9648,5.8207,5.6070,0.5542
23.0000,8301.0000,17.0000,9.4571,9.9877,10.0646,9.9260,0.0000,8.0000,5.5353,5.5771,5.5667,5.5643,0.5578
24.0000,8301.0000,19.0000,10.4312,10.3833,10.0133,10.1149,0.0000,8.0000,5.6153,5.9841,5.5866,5.5136,0.5738
25.0000,8301.0000,19.0000,10.6849,10.1987,10.2991,10.6213,0.0000,8.0000,5.8464,5.6997,5.5712,5.6095,0.5617
26.0000,8301.0000,19.0000,13.0794,12.7376,12.3605,12.2824,0.0000,8.0000,6.6532,6.3522,6.6876,6.7364,0.5631
27.0000,8301.0000,19.0000,12.2222,11.9914,12.6332,13.1187,0.0000,10.0000,6.3647,6.5685,6.6775,6.6044,0.5764
28.0000,8301.0000,17.0000,10.0579,9.9965,9.9079,10.1372,0.0000,8.0000,5.5801,5.4594,5.5040,5.3386,0.5844
29.0000,8301.0000,18.0000,11.7366,12.0106,12.4244,12.3956,0.0000,8.0000,6.4532,6.3206,6.0059,6.5333,0.5674
30.0000,8301.0000,21.0000,12.8688,12.3634,13.2062,13.1774,0.0000,10.0000,6.8711,6.8742,6.7953,6.8650,0.5767
31.0000,8301.0000,18.0000,11.5933,12.0216,11.3418,11.3407,0.0000,8.0000,5.8551,6.4734,6.0955,6.0738,0.5746
32.0000,8301.0000,21.0000,12.2936,12.0516,11.8055,11.6651,0.0000,10.0000,6.5113,5.8317,6.4736,6.2994,0.5692
33.0000,8301.0000,21.0000,11.8976,12.1330,12.2702,12.3930,0.0000,10.0000,6.2196,6.1508,6.5860,6.5118,0.5729
34.0000,8301.0000,19.0000,12.5029,12.2740,12.2091,12.6677,0.0000,9.0000,6.5658,6.4410,6.3137,6.3260,0.5916
35.0000,8301.0000,22.0000,12.3513,12.1908,11.8392,12.8333,0.0000,10.0000,6.4249,6.6042,6.2434,6.6037,0.5889
36.0000,8301.0000,18.0000,12.4527,12.7145,12.6382,12.3944,0.0000,10.0000,6.3260,6.3966,6.5024,6.3835,0.5867
37.0000,8301.0000,24.0000,12.3671,12.8307,12.5571,12.5781,0.0000,10.0000,6.5385,6.4160,6.6535,6.4879,0.5931
38.0000,8301.0000,21.0000,12.6600,11.8831,11.9084,12.4654,0.0000,10.0000,6.6480,5.9082,5.9372,6.3584,0.6114
39.0000,8301.0000,22.0000,12.8625,12.8497,13.7288,12.9794,0.0000,11.0000,5.7641,5.9514,6.5335,6.0937,0.5769
40.0000,8301.0000,23.0000,12.8917,12.9906,12.5546,12.9396,0.0000,11.0000,6.6375,7.2186,6.7913,6.8139,0.6106
41.0000,8301.0000,20.0000,11.5280,11.0682,11.2634,11.5391,0.0000,10.0000,5.9586,5.9806,5.9008,5.9224,0.5998
42.0000,8301.0000,17.0000,11.7664,12.3684,11.6226,12.2917,0.0000,9.0000,6.0824,6.3711,6.4379,6.4650,0.6184
43.0000,8301.0000,17.0000,11.0828,10.8434,10.8577,11.3770,0.0000,9.0000,6.0573,5.9192,6.3491,6.2085,0.6261
44.0000,8301.0000,19.0000,11.5522,11.1462,11.9092,11.9162,0.0000,10.0000,6.6487,6.4418,6.6566,6.7500,0.6462
45.0000,8301.0000,23.0000,14.5429,14.5359,14.3559,15.6206,0.0000,11.0000,7.7422,7.5734,7.4452,7.7200,0.6218
46.0000,8301.0000,24.0000,14.7526,15.4232,14.3025,15.5632,0.0000,11.0000,7.5759,7.8083,7.7131,7.6405,0.6209
47.0000,8301.0000,24.0000,14.8186,15.8436,15.8023,15.4468,0.0000,13.0000,8.2430,8.2934,8.4805,7.9413,0.6321
48.0000,8301.0000,20.0000,12.1493,12.1141,12.3633,11.5493,0.0000,10.0000,6.7133,6.6531,6.5012,6.5287,0.6377
49.0000,8301.0000,20.0000,12.2098,12.5878,12.3703,12.3484,0.0000,10.0000,6.6557,6.6672,6.6835,6.8883,0.6306
50.0000,8301.0000,18.0000,11.5571,10.8802,11.6150,11.8263,0.0000,10.0000,5.9658,6.5062,6.0674,6.2881,0.6276
51.0000,8301.0000,18.0000,12.3540,12.4385,12.3498,12.2418,0.0000,10.0000,6.8785,6.8813,6.7362,6.7237,0.6326
52.0000,8301.0000,20.0000,12.2741,11.8302,11.9068,11.4881,0.0000,10.0000,6.4303,6.2438,6.4379,6.4543,0.6200
53.0000,8301.0000,18.0000,11.6916,11.5486,11.6993,11.5060,0.0000,8.0000,6.1080,5.9813,6.1992,6.2138,0.6324
54.0000,8301.0000,19.0000,12.4146,12.0389,11.8972,12.0193,0.0000,10.0000,6.6784,6.5209,6.3698,6.5608,0.6023
55.0000,8301.0000,20.0000,14.2727,13.6954,14.2970,13.5686,0.0000,9.0000,6.8198,6.6873,6.8577,6.6308,0.5779
56.0000,8301.0000,14.0000,8.7281,7.9806,7.9948,8.3963,0.0000,7.0000,4.2924,4.4697,4.3504,4.3747,0.4586
57.0000,8301.0000,18.0000,12.2303,11.7376,11.7610,11.6759,0.0000,9.0000,6.0386,6.1387,6.0286,6.1926,0.5997
58.0000,8301.0000,20.0000,12.6023,12.7634,12.5699,12.8477,0.0000,10.0000,6.4409,6.3346,6.6948,6.7868,0.6140
59.0000,8301.0000,19.0000,12.8186,12.5387,12.6484,12.2218,0.0000,9.0000,6.5767,5.9926,6.7966,6.6244,0.6146
60.0000,8301.0000,18.0000,12.1404,11.8631,11.7947,11.8040,0.0000,9.0000,6.5292,6.4025,6.2086,5.9837,0.6253
61.0000,8301.0000,27.0000,12.2580,12.0312,12.1130,12.2793,0.0000,11.0000,6.2153,6.2121,6.8140,6.6199,0.6314
62.0000,8301.0000,20.0000,11.8415,11.8438,11.7770,11.8885,0.0000,10.0000,6.0057,6.4736,5.9848,6.6654,0.6349
63.0000,8301.0000,19.0000,11.4276,11.2382,11.3569,11.1067,0.0000,9.0000,6.2789,6.3832,6.5445,6.1200,0.6269
64.0000,8301.0000,21.0000,12.7754,12.7998,12.7134,12.1725,0.0000,10.0000,6.7154,6.7904,6.7839,6.7892,0.6345
65.0000,8301.0000,20.0000,10.9904,11.5684,11.6761,11.6149,0.0000,10.0000,6.2627,6.1392,5.9840,6.5619,0.6249
66.0000,8301.0000,18.0000,10.6712,10.6634,10.7238,10.7325,0.0000,9.0000,5.9472,5.8625,5.7912,5.7860,0.6261
67.0000,8301.0000,25.0000,11.2946,12.1275,11.6169,12.1196,0.0000,10.0000,5.9928,6.4066,6.0376,5.9444,0.6332
68.0000,8301.0000,18.0000,11.6767,11.7671,11.4503,12.0878,0.0000,9.0000,6.3980,6.4508,6.3462,6.3899,0.6463
69.0000,8301.0000,19.0000,11.6070,11.4916,11.1709,11.6674,0.0000,9.0000,6.3805,6.2029,6.2773,6.1700,0.6487
70.0000,8301.0000,18.0000,10.9166,10.9297,11.1175,10.8644,0.0000,10.0000,5.7632,5.7440,5.7473,5.8339,0.6593
71.0000,8301.0000,20.0000,12.2424,12.2876,11.3935,12.2788,0.0000,9.0000,6.2865,6.6876,6.6520,6.5472,0.6580
72.0000,8301.0000,26.0000,11.8082,11.6666,12.3616,12.1178,0.0000,12.0000,6.0452,5.9815,5.8717,5.8898,0.6485
73.0000,8301.0000,20.0000,12.4092,11.8727,11.8771,12.7128,0.0000,9.0000,6.7075,6.9117,6.8220,6.9395,0.6582
74.0000,8301.0000,25.0000,13.3246,14.4469,14.4170,14.0113,0.0000,11.0000,7.4670,6.9726,7.3576,6.8914,0.6593
75.0000,8301.0000,20.0000,11.0215,11.1405,10.8457,10.7384,0.0000,9.0000,5.9095,6.3266,5.8407,5.8570,0.6556
76.0000,8301.0000,20.0000,10.8933,11.5833,11.6869,11.0048,0.0000,9.0000,5.8316,5.9657,5.8402,5.8473,0.6677
77.0000,8301.0000,19.0000,12.3268,11.6619,12.5274,11.6367,0.0000,10.0000,6.8376,6.3857,6.3959,6.4305,0.6510
78.0000,8301.0000,23.0000,11.4347,10.7780,10.7317,10.7602,0.0000,11.0000,5.9497,5.9578,5.8618,6.4443,0.6500
79.0000,8301.0000,25.0000,11.5129,12.3839,11.9495,12.2465,0.0000,12.0000,6.6658,6.3197,6.4187,6.4563,0.6534
80.0000,8301.0000,19.0000,11.0622,11.7524,10.6627,11.4388,0.0000,9.0000,6.1364,6.0279,5.9118,6.0808,0.6504
81.0000,8301.0000,21.0000,12.7236,12.3614,12.1535,12.8624,0.0000,11.0000,6.5945,6.7559,6.7718,6.5675,0.6603
82.0000,8301.0000,20.0000,11.0615,10.8655,10.6435,10.9071,0.0000,9.0000,5.9004,5.7817,5.8925,5.8105,0.6536
83.0000,8301.0000,22.0000,11.0947,11.9069,11.8542,11.4923,0.0000,11.0000,6.8324,6.2149,6.2508,6.6265,0.6585
84.0000,8301.0000,20.0000,10.3727,10.0987,10.6067,10.9303,0.0000,10.0000,5.8962,5.7657,5.8206,5.8044,0.6678
85.0000,8301.0000,22.0000,10.5269,10.3708,11.0804,10.8918,0.0000,10.0000,5.9053,5.7835,5.7963,6.0274,0.6720
86.0000,8301.0000,18.0000,10.8422,10.6660,10.8474,10.6429,0.0000,9.0000,5.6862,5.7632,5.7294,5.7161,0.6491
87.0000,8301.0000,16.0000,10.8228,10.1698,9.9084,10.9248,0.0000,8.0000,5.4841,5.6325,5.6132,5.4746,0.6631
88.0000,8301.0000,19.0000,10.9459,10.7154,11.1869,10.7909,0.0000,8.0000,5.9128,5.9695,5.8838,6.1317,0.6584
89.0000,8301.0000,22.0000,11.5810,11.6793,11.8323,11.6145,0.0000,11.0000,5.9506,5.8363,5.8969,5.6724,0.6747
1.0000,6701.0000,19.0000,7.4122,7.5946,7.5163,7.2488,0.0000,10.0000,4.6123,4.7954,4.7732,4.9096,0.6236
2.0000,6701.0000,15.0000,7.4455,7.3486,7.9383,7.1198,0.0000,8.0000,4.6689,4.9315,4.8645,4.8862,0.6188
3.0000,6701.0000,17.0000,8.0956,7.5426,7.6506,7.0938,0.0000,9.0000,4.9902,4.9712,4.9438,4.8498,0.6119
4.0000,6701.0000,18.0000,7.5521,7.0918,7.7114,7.3194,0.0000,8.0000,4.7717,4.9433,4.8230,4.7677,0.5967
5.0000,6701.0000,15.0000,7.9316,7.4615,8.3577,7.8553,0.0000,8.0000,4.8452,4.8488,5.0311,4.8281,0.5638
6.0000,6701.0000,18.0000,7.9871,7.9163,8.3869,8.4017,0.0000,9.0000,4.9861,4.8123,4.9765,4.8773,0.6031
7.0000,6701.0000,16.0000,7.8401,7.2498,7.7330,7.9706,0.0000,7.0000,5.1300,4.8694,5.0676,4.9174,0.6218
8.0000,6701.0000,15.0000,7.8564,7.5166,8.3324,8.0957,0.0000,8.0000,4.8430,4.9710,4.8176,4.8658,0.6243
9.0000,6701.0000,20.0000,7.6722,6.9889,7.3014,8.1178,0.0000,10.0000,4.9375,4.9550,4.9955,4.8066,0.6279
10.0000,6701.0000,17.0000,7.1667,8.1265,7.0059,8.3069,0.0000,11.0000,4.8900,4.8839,4.9261,4.9745,0.6340
11.0000,6701.0000,15.0000,7.9380,7.9413,7.2327,7.9773,0.0000,7.0000,4.9010,4.8768,4.8497,4.7539,0.6425
12.0000,6701.0000,18.0000,7.7080,7.6344,7.2319,7.7292,0.0000,9.0000,4.8491,4.8756,5.0076,4.9277,0.6371
13.0000,6701.0000,15.0000,8.2482,7.6414,8.3129,8.0402,0.0000,8.0000,5.0230,5.3782,4.9197,4.9151,0.6323
14.0000,6701.0000,17.0000,7.5076,7.7262,7.9338,8.3931,0.0000,9.0000,5.0475,4.9304,4.9536,4.9827,0.6465
15.0000,6701.0000,16.0000,7.2464,6.9568,7.6768,8.1886,0.0000,8.0000,4.9615,4.9518,4.9790,4.8442,0.6379
16.0000,6701.0000,16.0000,8.1754,7.7563,7.4839,8.1336,0.0000,8.0000,4.9616,5.1384,4.9188,5.1521,0.6359
17.0000,6701.0000,17.0000,7.8169,7.2281,8.5279,8.4924,0.0000,9.0000,5.0802,4.8550,4.8782,5.0943,0.6380
18.0000,6701.0000,17.0000,8.4484,8.7561,7.8202,8.2011,0.0000,9.0000,4.9436,4.9184,5.0994,4.9730,0.6457
19.0000,6701.0000,17.0000,7.2378,7.4778,7.2738,6.9446,0.0000,8.0000,4.8232,4.6327,4.8649,4.6593,0.6464
20.0000,6701.0000,19.0000,6.8044,6.8534,6.7729,6.7360,0.0000,8.0000,4.4125,4.5009,4.5565,4.6278,0.6675
21.0000,6701.0000,16.0000,8.2224,8.1317,8.3037,8.2525,0.0000,7.0000,4.9681,4.8092,5.1988,4.9229,0.6396
22.0000,6701.0000,17.0000,7.7425,7.9604,8.1641,8.1606,0.0000,7.0000,4.8111,4.7735,4.8587,4.8027,0.6414
23.0000,6701.0000,17.0000,7.0348,7.0383,6.9216,7.9088,0.0000,8.0000,4.6626,4.8104,4.6550,4.6088,0.6523
24.0000,6701.0000,15.0000,8.2720,7.9623,7.7951,8.0267,0.0000,9.0000,5.0910,5.0093,5.4487,4.8120,0.6450
25.0000,6701.0000,16.0000,8.7407,7.8782,8.1587,8.3283,0.0000,8.0000,4.9933,4.8568,4.7756,4.8357,0.6506
26.0000,6701.0000,18.0000,8.5070,7.8632,8.1896,8.6966,0.0000,8.0000,4.9297,4.9661,4.9671,4.8203,0.6444
27.0000,6701.0000,15.0000,8.2348,8.3820,8.1773,8.5344,0.0000,8.0000,4.7714,4.8183,4.7849,4.7392,0.6445
28.0000,6701.0000,20.0000,7.9160,8.6888,7.9466,8.4804,0.0000,8.0000,4.9508,4.9234,4.7615,4.8759,0.6564
29.0000,6701.0000,19.0000,8.8020,8.9045,8.2409,8.4837,0.0000,8.0000,4.8807,4.7453,4.7444,4.8526,0.6555
30.0000,6701.0000,16.0000,8.0959,8.1614,8.3978,8.1618,0.0000,8.0000,4.9329,4.8151,4.9288,4.9312,0.6536
31.0000,6701.0000,17.0000,8.3219,7.9364,8.3026,7.8953,0.0000,8.0000,4.9228,5.2987,4.9142,4.8700,0.6514
32.0000,6701.0000,18.0000,8.5540,8.3272,8.3927,7.8173,0.0000,8.0000,4.8824,4.9525,4.8451,4.9325,0.6572
33.0000,6701.0000,20.0000,7.5950,8.1563,8.0064,8.0640,0.0000,9.0000,4.9714,4.8762,4.8906,4.9174,0.6482
34.0000,6701.0000,19.0000,7.7844,8.2591,8.5154,8.3324,0.0000,11.0000,4.9618,5.7678,5.2785,5.2101,0.6496
35.0000,6701.0000,19.0000,8.0064,7.9642,8.1881,8.5830,0.0000,11.0000,4.9548,5.2651,4.9979,5.1406,0.6540
36.0000,6701.0000,21.0000,8.5542,8.3177,8.3751,8.1113,0.0000,11.0000,5.2156,5.2188,5.0200,5.4458,0.6494
37.0000,6701.0000,16.0000,8.1870,7.5829,8.6215,8.0470,0.0000,8.0000,5.1452,5.2130,5.3742,4.8899,0.6450
38.0000,6701.0000,19.0000,8.8049,7.8139,8.5277,8.2270,0.0000,9.0000,4.9485,4.9015,4.8536,4.9767,0.6449
39.0000,6701.0000,18.0000,8.5848,8.4061,8.8842,7.8535,0.0000,9.0000,5.2723,5.4343,4.9827,4.9616,0.6324
40.0000,6701.0000,16.0000,8.0575,7.6123,8.3367,8.4345,0.0000,8.0000,4.9917,4.9197,4.8316,4.8656,0.6424
41.0000,6701.0000,18.0000,7.6745,8.1981,7.4300,7.3091,0.0000,10.0000,4.9953,4.8606,4.7678,4.9280,0.6464
42.0000,6701.0000,21.0000,7.7557,7.3304,8.0932,7.9080,0.0000,9.0000,4.7584,4.9552,4.9007,4.8237,0.6389
43.0000,6701.0000,21.0000,8.4679,7.7623,8.6053,8.4865,0.0000,10.0000,4.8586,5.3246,4.8377,4.8693,0.6488
44.0000,6701.0000,21.0000,7.9194,7.8973,7.7108,8.0994,0.0000,11.0000,4.9135,4.9410,4.9491,4.9737,0.6543
45.0000,6701.0000,19.0000,8.3478,8.1886,8.0320,8.2633,0.0000,10.0000,5.0571,5.4634,5.2035,4.9741,0.6330
46.0000,6701.0000,18.0000,7.9242,7.8821,7.6354,8.3170,0.0000,8.0000,4.9936,4.9078,5.1186,4.8046,0.6358
47.0000,6701.0000,20.0000,8.4685,7.5101,8.3855,8.0268,0.0000,9.0000,4.8785,5.3580,5.2392,4.6979,0.6387
48.0000,6701.0000,17.0000,7.6505,7.9649,7.2317,7.9429,0.0000,9.0000,4.8754,4.7811,4.8852,4.8992,0.6415
49.0000,6701.0000,19.0000,7.6516,7.9658,7.8838,8.0221,0.0000,11.0000,4.8612,5.0077,4.9717,4.7951,0.6408
50.0000,6701.0000,20.0000,7.3267,8.1140,7.7292,7.1851,0.0000,12.0000,4.7339,4.8456,4.8840,4.6493,0.6351
51.0000,6701.0000,18.0000,7.5146,8.1241,7.8233,7.7635,0.0000,8.0000,4.7585,4.8165,4.8113,4.7038,0.6401
52.0000,6701.0000,19.0000,8.1883,8.1928,8.1267,7.9044,0.0000,8.0000,4.7807,4.7260,4.7513,4.7893,0.6354
53.0000,6701.0000,17.0000,7.9972,7.5488,8.1896,7.8089,0.0000,8.0000,4.8147,4.8349,4.8450,4.7506,0.6296
54.0000,6701.0000,17.0000,8.2187,8.0886,8.5930,7.7905,0.0000,8.0000,4.8155,4.6092,4.9335,4.9012,0.6239
55.0000,6701.0000,20.0000,7.8977,7.6159,7.6663,7.4451,0.0000,10.0000,4.8078,4.9085,4.7690,4.8113,0.6141
56.0000,6701.0000,15.0000,8.2358,7.5758,7.6976,8.3212,0.0000,7.0000,4.7280,4.5911,4.7439,4.7931,0.5785
57.0000,6701.0000,19.0000,7.7512,8.6365,6.9904,8.0483,0.0000,9.0000,4.7403,4.8295,4.8392,4.7643,0.6277
58.0000,6701.0000,21.0000,8.3115,7.6792,8.5086,8.6032,0.0000,9.0000,4.8965,4.8382,5.0499,4.9137,0.6338
59.0000,6701.0000,20.0000,7.8673,7.7178,7.9385,8.2259,0.0000,10.0000,4.7331,4.8264,4.9428,4.7579,0.6438
60.0000,6701.0000,22.0000,7.6576,9.2804,8.1686,7.2999,0.0000,10.0000,4.9601,4.9478,4.8054,4.7785,0.6474
